               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,             0.08283,             0.16967,            0.011679,             0.38499,             0.32461,             0.28194,             0.13934,            0.091753,             0.22829,            0.021528,            0.005707,            0.005707,            0.005707
                 159,            0.082924,             0.16981,            0.011691,             0.38294,              0.3244,             0.28215,             0.13932,            0.091768,             0.22822,              0.0215,           0.0056653,           0.0056653,           0.0056653
                 160,            0.082987,             0.16896,            0.011735,             0.38522,             0.32303,             0.28257,             0.13937,            0.091759,             0.22811,            0.021461,           0.0056236,           0.0056236,           0.0056236
                 161,            0.082723,             0.16889,            0.011689,              0.3776,              0.3272,             0.28263,             0.13927,            0.091785,             0.22809,            0.021448,           0.0055819,           0.0055819,           0.0055819
                 162,            0.082785,              0.1692,            0.011643,             0.38111,             0.32543,             0.28247,             0.13915,            0.091804,             0.22809,            0.021457,           0.0055403,           0.0055403,           0.0055403
                 163,            0.082896,             0.16966,            0.011682,             0.38748,             0.32175,             0.28237,              0.1392,            0.091822,             0.22804,            0.021473,           0.0054987,           0.0054987,           0.0054987
                 164,            0.082831,             0.16915,            0.011703,             0.39068,             0.32053,             0.28248,             0.13931,            0.091831,             0.22804,            0.021495,           0.0054571,           0.0054571,           0.0054571
                 165,            0.082862,             0.16902,            0.011684,             0.40356,             0.31541,             0.28267,             0.13931,            0.091866,             0.22794,            0.021507,           0.0054157,           0.0054157,           0.0054157
                 166,            0.082812,             0.16956,             0.01167,             0.39152,             0.32032,             0.28265,             0.13943,             0.09188,              0.2279,            0.021546,           0.0053743,           0.0053743,           0.0053743
                 167,            0.082895,             0.16959,            0.011667,             0.38091,               0.324,             0.28238,             0.13943,             0.09187,              0.2279,            0.021574,           0.0053329,           0.0053329,           0.0053329
                 168,            0.082741,             0.16959,             0.01167,             0.36631,             0.33092,             0.28243,             0.13943,            0.091864,             0.22784,             0.02156,           0.0052917,           0.0052917,           0.0052917
                 169,            0.082465,             0.16836,            0.011611,              0.3667,              0.3301,             0.28205,              0.1391,            0.091856,             0.22777,            0.021555,           0.0052505,           0.0052505,           0.0052505
                 170,            0.082607,             0.16886,            0.011629,             0.40505,             0.30527,             0.28172,             0.13884,            0.091846,             0.22784,            0.021591,           0.0052094,           0.0052094,           0.0052094
                 171,            0.082636,             0.16946,            0.011595,              0.4037,             0.30484,             0.28107,             0.13836,            0.091848,             0.22784,            0.021605,           0.0051684,           0.0051684,           0.0051684
                 172,            0.082693,             0.16812,            0.011551,              0.4028,             0.30502,             0.28053,             0.13818,            0.091867,              0.2279,            0.021619,           0.0051274,           0.0051274,           0.0051274
                 173,            0.082619,             0.16851,            0.011622,             0.40947,             0.30054,             0.28031,             0.13807,            0.091858,               0.228,             0.02161,           0.0050866,           0.0050866,           0.0050866
                 174,            0.082648,             0.16942,            0.011588,             0.41144,             0.29942,                0.28,             0.13794,            0.091875,             0.22812,            0.021618,           0.0050459,           0.0050459,           0.0050459
                 175,            0.082618,             0.16833,            0.011577,             0.41344,             0.29833,             0.27996,             0.13782,            0.091889,             0.22822,            0.021601,           0.0050052,           0.0050052,           0.0050052
                 176,            0.082616,             0.16852,            0.011591,             0.40946,             0.29984,             0.27981,             0.13787,            0.091899,             0.22823,            0.021566,           0.0049647,           0.0049647,           0.0049647
                 177,            0.082531,             0.16767,             0.01155,               0.404,             0.30365,             0.27985,             0.13794,            0.091888,             0.22835,            0.021552,           0.0049243,           0.0049243,           0.0049243
                 178,            0.082809,             0.16921,            0.011514,             0.41954,             0.29667,             0.28022,             0.13825,              0.0919,             0.22844,            0.021556,            0.004884,            0.004884,            0.004884
                 179,            0.082577,             0.16783,            0.011489,             0.41679,             0.29784,              0.2802,             0.13825,            0.091902,             0.22853,            0.021571,           0.0048439,           0.0048439,           0.0048439
                 180,            0.082491,             0.16809,            0.011549,             0.41509,             0.29896,             0.28004,              0.1382,            0.091879,             0.22862,            0.021574,           0.0048038,           0.0048038,           0.0048038
                 181,             0.08237,             0.16808,            0.011483,              0.4135,             0.29952,             0.27986,             0.13819,            0.091853,             0.22874,            0.021576,           0.0047639,           0.0047639,           0.0047639
                 182,            0.082486,             0.16805,            0.011582,             0.40873,             0.30142,             0.28007,             0.13821,            0.091843,             0.22878,            0.021586,           0.0047242,           0.0047242,           0.0047242
                 183,            0.082373,             0.16764,            0.011457,             0.41053,             0.29996,             0.28006,             0.13824,            0.091823,             0.22888,            0.021574,           0.0046845,           0.0046845,           0.0046845
                 184,            0.082414,             0.16836,            0.011507,             0.37417,             0.32358,             0.27996,             0.13823,            0.091792,             0.22882,            0.021583,            0.004645,            0.004645,            0.004645
                 185,            0.082493,              0.1689,            0.011545,             0.37664,             0.32322,             0.28015,             0.13826,            0.091784,             0.22875,            0.021612,           0.0046057,           0.0046057,           0.0046057
                 186,             0.08239,             0.16752,            0.011483,             0.37107,               0.325,             0.28016,             0.13829,            0.091755,             0.22878,            0.021618,           0.0045665,           0.0045665,           0.0045665
                 187,            0.082532,              0.1693,            0.011545,             0.36828,             0.32661,             0.28023,             0.13836,            0.091734,             0.22886,            0.021617,           0.0045275,           0.0045275,           0.0045275
                 188,              0.0825,             0.16913,            0.011508,             0.37977,             0.32015,             0.28039,             0.13841,            0.091718,             0.22892,            0.021606,           0.0044886,           0.0044886,           0.0044886
                 189,            0.082188,             0.16807,            0.011517,             0.38521,             0.31807,             0.28048,             0.13853,            0.091709,             0.22898,            0.021568,           0.0044499,           0.0044499,           0.0044499
                 190,            0.082162,             0.16739,            0.011475,             0.39636,             0.31337,             0.28048,             0.13837,            0.091715,             0.22907,            0.021547,           0.0044114,           0.0044114,           0.0044114
                 191,            0.082334,             0.16808,            0.011481,             0.40851,             0.30818,             0.28081,             0.13848,            0.091719,             0.22905,            0.021527,           0.0043731,           0.0043731,           0.0043731
                 192,            0.082214,             0.16777,            0.011461,             0.40183,             0.31283,             0.28098,              0.1385,             0.09171,             0.22908,            0.021495,           0.0043349,           0.0043349,           0.0043349
                 193,            0.082412,             0.16767,            0.011516,             0.40272,             0.31322,             0.28105,             0.13849,            0.091702,             0.22909,            0.021456,           0.0042969,           0.0042969,           0.0042969
                 194,            0.082213,             0.16755,            0.011482,             0.39403,             0.31764,             0.28118,             0.13868,            0.091718,              0.2291,            0.021442,           0.0042591,           0.0042591,           0.0042591
                 195,            0.082236,             0.16685,            0.011464,             0.40319,             0.31298,             0.28087,             0.13864,            0.091731,             0.22899,            0.021439,           0.0042215,           0.0042215,           0.0042215
                 196,            0.082096,             0.16759,            0.011364,              0.4083,             0.30973,             0.28088,             0.13862,            0.091754,               0.229,            0.021441,            0.004184,            0.004184,            0.004184
                 197,            0.082149,             0.16763,            0.011432,             0.41251,             0.30836,             0.28096,             0.13861,            0.091763,             0.22899,            0.021426,           0.0041468,           0.0041468,           0.0041468
                 198,            0.082083,             0.16745,            0.011425,             0.42008,             0.30512,             0.28083,             0.13876,            0.091755,             0.22909,            0.021409,           0.0041098,           0.0041098,           0.0041098
                 199,            0.082003,              0.1671,            0.011444,              0.4234,             0.30409,             0.28068,             0.13879,            0.091741,             0.22915,            0.021389,            0.004073,            0.004073,            0.004073
                 200,            0.082153,             0.16764,            0.011418,              0.4204,             0.30597,             0.28101,             0.13894,            0.091745,             0.22912,            0.021394,           0.0040364,           0.0040364,           0.0040364
                 201,            0.081848,             0.16676,            0.011323,               0.423,             0.30479,              0.2809,              0.1391,            0.091753,             0.22918,            0.021398,               0.004,               0.004,               0.004
                 202,             0.08207,             0.16624,             0.01142,             0.41805,             0.30669,             0.28087,             0.13927,            0.091758,              0.2292,            0.021382,           0.0039638,           0.0039638,           0.0039638
                 203,            0.082028,             0.16707,            0.011399,              0.4406,             0.29631,             0.28111,             0.13938,            0.091765,             0.22928,            0.021372,           0.0039279,           0.0039279,           0.0039279
                 204,            0.081931,             0.16762,            0.011385,             0.44341,             0.29448,               0.281,             0.13932,            0.091768,             0.22926,            0.021358,           0.0038922,           0.0038922,           0.0038922
                 205,            0.081819,             0.16638,            0.011373,             0.44093,              0.2954,             0.28125,             0.13927,            0.091762,              0.2293,            0.021341,           0.0038567,           0.0038567,           0.0038567
                 206,             0.08192,             0.16658,            0.011372,             0.42156,             0.30441,             0.28148,             0.13952,            0.091749,             0.22939,            0.021336,           0.0038214,           0.0038214,           0.0038214
                 207,             0.08194,             0.16638,            0.011338,             0.43305,             0.29919,             0.28186,             0.13996,            0.091722,             0.22952,            0.021352,           0.0037864,           0.0037864,           0.0037864
                 208,            0.081794,             0.16656,            0.011334,             0.43636,              0.2975,             0.28176,             0.14005,             0.09172,             0.22964,            0.021405,           0.0037517,           0.0037517,           0.0037517
                 209,            0.081907,             0.16646,            0.011399,             0.43903,             0.29683,             0.28185,             0.14017,             0.09174,             0.22983,            0.021423,           0.0037171,           0.0037171,           0.0037171
                 210,            0.082009,             0.16718,            0.011354,             0.44164,             0.29623,             0.28193,             0.14026,            0.091755,                0.23,            0.021429,           0.0036829,           0.0036829,           0.0036829
                 211,            0.081869,             0.16693,            0.011356,             0.44281,             0.29601,             0.28206,             0.14036,            0.091745,             0.23012,            0.021436,           0.0036489,           0.0036489,           0.0036489
                 212,            0.081878,             0.16608,            0.011345,               0.442,             0.29703,             0.28223,             0.14045,            0.091728,             0.23016,            0.021464,           0.0036151,           0.0036151,           0.0036151
                 213,             0.08207,             0.16728,            0.011325,             0.44171,             0.29712,              0.2821,             0.14048,            0.091721,             0.23025,            0.021498,           0.0035816,           0.0035816,           0.0035816
                 214,            0.081853,             0.16609,            0.011316,             0.43429,             0.30104,             0.28225,             0.14064,            0.091731,             0.23026,            0.021518,           0.0035484,           0.0035484,           0.0035484
                 215,            0.081637,             0.16556,            0.011302,             0.44345,             0.29785,             0.28244,             0.14075,            0.091735,             0.23029,            0.021561,           0.0035154,           0.0035154,           0.0035154
                 216,             0.08192,              0.1661,            0.011331,             0.45173,             0.29444,              0.2827,             0.14087,            0.091733,             0.23037,             0.02157,           0.0034827,           0.0034827,           0.0034827
                 217,            0.081907,             0.16618,            0.011364,             0.45136,             0.29467,             0.28297,             0.14098,            0.091747,             0.23036,            0.021613,           0.0034503,           0.0034503,           0.0034503
                 218,            0.081907,             0.16635,            0.011281,             0.45087,             0.29521,             0.28316,             0.14119,             0.09176,             0.23038,            0.021649,           0.0034182,           0.0034182,           0.0034182
                 219,            0.081693,              0.1656,            0.011319,              0.4526,             0.29502,             0.28321,             0.14136,            0.091777,             0.23043,            0.021706,           0.0033863,           0.0033863,           0.0033863
                 220,            0.081814,             0.16663,            0.011297,             0.45512,             0.29412,             0.28339,             0.14153,            0.091784,             0.23058,            0.021756,           0.0033548,           0.0033548,           0.0033548
                 221,            0.081551,             0.16516,            0.011282,             0.46131,              0.2919,             0.28354,             0.14143,            0.091787,             0.23065,            0.021791,           0.0033235,           0.0033235,           0.0033235
                 222,            0.081719,             0.16564,            0.011303,             0.45562,             0.29436,             0.28384,             0.14153,            0.091788,             0.23065,            0.021818,           0.0032925,           0.0032925,           0.0032925
                 223,            0.081663,              0.1664,            0.011242,             0.45408,             0.29474,             0.28409,             0.14177,             0.09181,             0.23077,            0.021853,           0.0032618,           0.0032618,           0.0032618
                 224,            0.081682,             0.16622,            0.011275,              0.4569,             0.29355,             0.28447,             0.14192,            0.091814,             0.23081,            0.021877,           0.0032314,           0.0032314,           0.0032314
                 225,            0.081654,             0.16577,            0.011231,             0.44265,             0.30019,             0.28462,              0.1421,            0.091819,             0.23092,            0.021858,           0.0032013,           0.0032013,           0.0032013
                 226,            0.081441,             0.16557,            0.011221,             0.45692,             0.29439,             0.28444,              0.1421,            0.091824,             0.23095,            0.021861,           0.0031716,           0.0031716,           0.0031716
                 227,            0.081581,             0.16492,            0.011264,             0.44314,             0.30019,             0.28441,             0.14202,            0.091824,               0.231,            0.021845,           0.0031421,           0.0031421,           0.0031421
                 228,            0.081662,              0.1658,            0.011267,             0.45179,             0.29615,             0.28412,             0.14194,            0.091838,             0.23104,            0.021851,            0.003113,            0.003113,            0.003113
                 229,            0.081721,             0.16602,            0.011276,             0.45148,             0.29621,             0.28387,             0.14189,            0.091846,             0.23104,            0.021854,           0.0030841,           0.0030841,           0.0030841
                 230,            0.081599,               0.165,            0.011213,             0.43985,             0.30085,             0.28332,             0.14155,            0.091864,             0.23103,            0.021849,           0.0030556,           0.0030556,           0.0030556
                 231,            0.081516,             0.16512,            0.011231,             0.44956,             0.29657,             0.28296,             0.14135,            0.091873,             0.23101,             0.02186,           0.0030274,           0.0030274,           0.0030274
                 232,             0.08164,             0.16626,            0.011253,             0.45051,             0.29568,             0.28291,             0.14129,            0.091885,             0.23104,              0.0219,           0.0029996,           0.0029996,           0.0029996
                 233,            0.081486,             0.16518,            0.011273,             0.45183,             0.29507,             0.28303,             0.14125,            0.091886,             0.23099,            0.021958,            0.002972,            0.002972,            0.002972
                 234,            0.081664,             0.16579,            0.011182,             0.45163,             0.29582,             0.28293,             0.14142,            0.091899,             0.23098,             0.02199,           0.0029448,           0.0029448,           0.0029448
                 235,            0.081633,             0.16556,            0.011214,             0.45353,             0.29546,             0.28265,             0.14142,            0.091909,             0.23098,             0.02201,           0.0029179,           0.0029179,           0.0029179
                 236,            0.081619,             0.16618,            0.011175,             0.45244,              0.2949,             0.28259,             0.14149,            0.091904,             0.23099,            0.022015,           0.0028914,           0.0028914,           0.0028914
                 237,            0.081513,             0.16496,            0.011219,             0.44661,              0.2965,             0.28248,             0.14139,            0.091889,             0.23101,            0.022064,           0.0028652,           0.0028652,           0.0028652
                 238,            0.081414,             0.16508,            0.011223,             0.44571,             0.29729,             0.28236,             0.14137,            0.091876,             0.23106,            0.022107,           0.0028394,           0.0028394,           0.0028394
                 239,            0.081291,             0.16431,            0.011209,             0.44939,             0.29524,             0.28203,             0.14127,            0.091868,               0.231,            0.022114,           0.0028139,           0.0028139,           0.0028139
                 240,            0.081223,             0.16493,            0.011176,             0.45029,              0.2949,             0.28207,             0.14119,            0.091877,             0.23111,            0.022146,           0.0027887,           0.0027887,           0.0027887
                 241,            0.081355,             0.16507,            0.011201,             0.44765,             0.29581,             0.28197,             0.14116,            0.091863,             0.23103,            0.022156,           0.0027639,           0.0027639,           0.0027639
                 242,            0.081388,             0.16454,            0.011221,             0.43609,             0.30073,             0.28195,             0.14106,            0.091856,               0.231,            0.022116,           0.0027395,           0.0027395,           0.0027395
                 243,            0.081414,             0.16519,            0.011195,             0.43233,             0.30286,             0.28217,             0.14117,            0.091863,             0.23095,            0.022125,           0.0027154,           0.0027154,           0.0027154
                 244,            0.081394,             0.16469,            0.011153,             0.44987,             0.29523,             0.28252,             0.14126,            0.091873,             0.23095,            0.022118,           0.0026917,           0.0026917,           0.0026917
                 245,            0.081233,             0.16417,            0.011139,             0.44688,             0.29626,             0.28257,             0.14132,            0.091862,             0.23099,            0.022083,           0.0026683,           0.0026683,           0.0026683
                 246,            0.081492,             0.16498,             0.01116,             0.45474,             0.29297,             0.28254,             0.14135,            0.091885,             0.23101,            0.022079,           0.0026453,           0.0026453,           0.0026453
                 247,            0.081517,             0.16529,            0.011177,             0.45811,             0.29093,             0.28238,             0.14137,             0.09189,             0.23098,            0.022066,           0.0026227,           0.0026227,           0.0026227
                 248,            0.081331,             0.16463,            0.011132,             0.43499,             0.30096,             0.28286,             0.14159,            0.091902,             0.23097,            0.022026,           0.0026004,           0.0026004,           0.0026004
                 249,            0.081424,             0.16514,            0.011152,             0.43009,             0.30215,             0.28285,              0.1415,            0.091913,               0.231,            0.022005,           0.0025785,           0.0025785,           0.0025785
                 250,             0.08109,             0.16431,             0.01112,              0.4321,             0.30187,             0.28323,             0.14167,            0.091934,             0.23099,            0.022024,            0.002557,            0.002557,            0.002557
                 251,            0.081236,             0.16451,            0.011179,             0.43945,             0.29948,             0.28309,              0.1416,            0.091948,             0.23108,            0.022019,           0.0025359,           0.0025359,           0.0025359
                 252,            0.081317,             0.16485,              0.0111,             0.43698,             0.30076,             0.28338,              0.1417,            0.091959,              0.2311,            0.022017,           0.0025151,           0.0025151,           0.0025151
                 253,            0.081457,              0.1648,            0.011158,             0.43226,             0.30333,             0.28321,             0.14167,            0.091984,             0.23107,            0.022011,           0.0024948,           0.0024948,           0.0024948
                 254,            0.081041,             0.16371,            0.011047,             0.43393,              0.3026,             0.28309,             0.14173,            0.092018,             0.23107,            0.021992,           0.0024748,           0.0024748,           0.0024748
                 255,            0.081067,             0.16338,            0.011101,             0.43451,              0.3026,             0.28331,             0.14184,            0.092029,             0.23095,             0.02195,           0.0024552,           0.0024552,           0.0024552
                 256,            0.081145,             0.16383,            0.011113,             0.42741,             0.30545,             0.28337,             0.14184,            0.092031,             0.23097,            0.021963,            0.002436,            0.002436,            0.002436
                 257,            0.081063,             0.16375,            0.011043,             0.42536,             0.30656,             0.28375,             0.14206,            0.092035,             0.23094,            0.021969,           0.0024172,           0.0024172,           0.0024172
                 258,            0.081066,             0.16423,            0.011072,             0.44423,              0.2976,             0.28416,             0.14229,            0.092039,             0.23093,            0.021966,           0.0023987,           0.0023987,           0.0023987
                 259,            0.081205,             0.16402,            0.011114,             0.44144,             0.29878,             0.28402,             0.14222,            0.092044,             0.23101,            0.021965,           0.0023807,           0.0023807,           0.0023807
                 260,            0.081077,             0.16407,            0.011055,             0.43334,             0.30187,             0.28419,             0.14239,            0.092034,              0.2311,            0.021976,           0.0023631,           0.0023631,           0.0023631
                 261,            0.081133,             0.16404,            0.011096,             0.43824,             0.29923,             0.28417,             0.14233,            0.092035,             0.23111,            0.021982,           0.0023458,           0.0023458,           0.0023458
                 262,            0.081131,             0.16405,             0.01109,             0.43698,             0.29982,             0.28411,             0.14223,             0.09204,             0.23121,            0.022008,            0.002329,            0.002329,            0.002329
                 263,            0.080868,             0.16356,            0.011015,             0.42758,             0.30433,             0.28402,             0.14214,            0.092053,             0.23117,            0.022052,           0.0023125,           0.0023125,           0.0023125
                 264,            0.081027,             0.16388,            0.011047,             0.43071,             0.30334,             0.28409,             0.14205,            0.092039,             0.23111,            0.022077,           0.0022965,           0.0022965,           0.0022965
                 265,            0.081087,             0.16337,            0.011123,             0.43013,             0.30271,             0.28369,             0.14183,            0.092041,              0.2311,            0.022135,           0.0022809,           0.0022809,           0.0022809
                 266,            0.080965,             0.16378,            0.011067,             0.43046,             0.30231,             0.28335,             0.14167,            0.092022,             0.23117,            0.022144,           0.0022657,           0.0022657,           0.0022657
                 267,            0.081108,             0.16357,            0.011086,             0.43614,             0.30008,             0.28359,             0.14177,            0.092007,             0.23124,            0.022177,           0.0022509,           0.0022509,           0.0022509
                 268,            0.080976,             0.16312,            0.011029,             0.43937,             0.29881,             0.28378,             0.14202,            0.091996,             0.23127,            0.022157,           0.0022365,           0.0022365,           0.0022365
                 269,            0.080935,              0.1627,            0.011067,             0.44509,             0.29646,              0.2837,             0.14197,            0.091992,             0.23129,            0.022158,           0.0022225,           0.0022225,           0.0022225
                 270,            0.080946,             0.16339,            0.010998,             0.44558,             0.29604,             0.28413,             0.14231,            0.091998,             0.23138,            0.022179,           0.0022089,           0.0022089,           0.0022089
                 271,            0.081187,             0.16483,            0.011028,             0.43979,             0.29828,             0.28427,              0.1423,            0.092009,             0.23143,            0.022212,           0.0021958,           0.0021958,           0.0021958
                 272,            0.081009,             0.16337,            0.011048,             0.44267,             0.29707,             0.28463,             0.14257,            0.092006,             0.23147,            0.022219,            0.002183,            0.002183,            0.002183
                 273,            0.081044,             0.16309,            0.011087,             0.44498,             0.29683,             0.28438,             0.14252,            0.091993,              0.2316,            0.022237,           0.0021707,           0.0021707,           0.0021707
                 274,            0.081159,             0.16403,            0.011075,             0.43983,             0.29926,             0.28421,             0.14232,            0.091978,             0.23168,            0.022254,           0.0021588,           0.0021588,           0.0021588
                 275,            0.080867,             0.16279,            0.011037,               0.452,             0.29401,             0.28423,              0.1424,            0.091971,             0.23175,             0.02227,           0.0021473,           0.0021473,           0.0021473
                 276,            0.080916,             0.16329,            0.011004,             0.42452,             0.30694,             0.28421,             0.14248,            0.091984,             0.23181,            0.022306,           0.0021363,           0.0021363,           0.0021363
                 277,             0.08107,             0.16367,            0.011007,             0.42943,             0.30499,             0.28397,             0.14236,            0.092016,             0.23191,            0.022381,           0.0021257,           0.0021257,           0.0021257
                 278,            0.080853,             0.16368,            0.011031,             0.42887,              0.3054,             0.28398,             0.14218,            0.092044,             0.23199,            0.022446,           0.0021155,           0.0021155,           0.0021155
                 279,            0.080994,             0.16343,            0.011031,             0.42753,             0.30571,             0.28405,             0.14219,            0.092065,             0.23206,            0.022523,           0.0021057,           0.0021057,           0.0021057
                 280,            0.080988,              0.1633,            0.011063,             0.44258,             0.29858,             0.28439,              0.1423,            0.092083,             0.23218,            0.022587,           0.0020963,           0.0020963,           0.0020963
                 281,            0.081051,             0.16388,            0.011031,             0.44071,             0.29877,             0.28411,             0.14219,            0.092092,             0.23227,            0.022614,           0.0020874,           0.0020874,           0.0020874
                 282,            0.080986,             0.16342,            0.010996,             0.44202,             0.29753,             0.28419,             0.14208,            0.092106,             0.23238,            0.022634,           0.0020789,           0.0020789,           0.0020789
                 283,             0.08094,             0.16336,             0.01104,             0.44422,             0.29641,             0.28444,             0.14225,            0.092107,             0.23245,             0.02263,           0.0020709,           0.0020709,           0.0020709
                 284,            0.080846,             0.16271,            0.011013,             0.44904,             0.29539,             0.28451,             0.14248,            0.092118,             0.23258,            0.022589,           0.0020632,           0.0020632,           0.0020632
                 285,            0.080932,             0.16338,            0.011003,             0.45699,             0.29256,             0.28444,             0.14255,            0.092115,             0.23268,            0.022546,            0.002056,            0.002056,            0.002056
                 286,            0.080853,              0.1637,             0.01101,             0.44801,             0.29628,             0.28399,             0.14242,            0.092123,             0.23282,            0.022524,           0.0020492,           0.0020492,           0.0020492
                 287,            0.080873,             0.16293,            0.010996,             0.44227,             0.29814,             0.28379,             0.14222,             0.09214,             0.23289,            0.022554,           0.0020429,           0.0020429,           0.0020429
                 288,            0.080981,             0.16297,            0.010965,             0.43739,             0.30082,              0.2837,             0.14244,            0.092149,             0.23291,            0.022561,            0.002037,            0.002037,            0.002037
                 289,            0.080967,             0.16384,             0.01105,             0.44416,             0.29842,             0.28387,             0.14239,            0.092149,             0.23295,            0.022634,           0.0020315,           0.0020315,           0.0020315
                 290,            0.080929,             0.16284,            0.011029,             0.44053,             0.30003,             0.28376,              0.1425,             0.09212,             0.23302,            0.022666,           0.0020265,           0.0020265,           0.0020265
                 291,            0.080875,             0.16264,            0.011048,             0.43601,              0.3017,             0.28371,             0.14244,            0.092101,             0.23308,            0.022643,           0.0020219,           0.0020219,           0.0020219
                 292,            0.080736,             0.16294,            0.010974,             0.43692,             0.30152,             0.28366,             0.14249,            0.092089,             0.23313,            0.022633,           0.0020178,           0.0020178,           0.0020178
                 293,            0.080946,             0.16383,            0.010988,             0.44983,             0.29625,              0.2839,             0.14261,            0.092096,             0.23315,            0.022603,            0.002014,            0.002014,            0.002014
                 294,            0.080871,             0.16311,            0.010996,             0.43529,             0.30278,             0.28415,             0.14268,            0.092119,             0.23318,            0.022654,           0.0020107,           0.0020107,           0.0020107
                 295,            0.080828,             0.16341,            0.011009,             0.43373,             0.30315,              0.2839,             0.14253,            0.092138,             0.23319,            0.022643,           0.0020079,           0.0020079,           0.0020079
                 296,            0.080943,             0.16374,             0.01097,             0.43187,             0.30358,             0.28416,             0.14261,            0.092171,             0.23323,            0.022643,           0.0020055,           0.0020055,           0.0020055
                 297,            0.080724,             0.16201,            0.010983,             0.43536,             0.30221,             0.28431,             0.14269,            0.092185,             0.23321,            0.022638,           0.0020035,           0.0020035,           0.0020035
                 298,            0.080796,             0.16247,             0.01098,             0.43903,             0.30112,             0.28434,             0.14276,            0.092201,             0.23316,            0.022655,            0.002002,            0.002002,            0.002002
                 299,            0.080911,             0.16329,            0.011054,             0.43606,             0.30219,             0.28384,             0.14253,            0.092205,             0.23318,            0.022677,           0.0020009,           0.0020009,           0.0020009
