(-6.11737417702253, 19.018559294443875)
(-6.0854453918431535, 19.049797104882)
(-6.08607952588543, 19.226804535397495)
(-6.1414982914656155, 19.55748662936216)
(-6.110565160485276, 19.49905098055737)
(-6.092202769097291, 19.577381860495155)
(-6.158774282945366, 19.859385396751968)
(-6.1460270042409, 20.038392609917793)
(-6.141219766539645, 20.167963754179187)
(-6.101331660462901, 20.135268441991382)
(-6.109815103819654, 20.316617795452338)
(-6.15281531871573, 20.68385537411442)
(-6.0895442183491415, 20.631585417940922)
(-6.109004192985389, 20.704290603084008)
(-6.121649191345499, 20.924729679086504)
(-6.126601370462333, 21.10543729087892)
(-6.124653792016125, 21.25098266205059)
(-6.095549928870075, 21.258523735345776)
(-6.076100182169812, 21.316936561007495)
(-6.1259382836468115, 21.741508964237642)
(-6.1100604483788, 21.82114289620431)
(-6.078478176317016, 21.813392936210786)
(-6.078839498392032, 21.984392521978467)
(-6.070323584200953, 22.105809888991175)
(-6.063449500004535, 22.23829988723553)
(-6.055135940458378, 22.364556585675405)
(-6.043754261388696, 22.476384368686542)
(-6.086220837192218, 22.786655589455876)
(-6.099476993152458, 22.91956895720573)
(-6.0878825158178245, 23.009973585052638)
(-6.075117578956333, 22.972171897680052)
(-6.097101488199554, 23.254298355992365)
(-6.117793941129463, 23.53024483878119)
(-6.074670193331944, 23.536199293843733)
(-6.035979288916473, 23.577140385112777)
(-6.101043304721053, 24.04829738878862)
(-6.110015053127465, 24.15140832391186)
(-6.044712262222502, 24.14701703768063)
(-6.010672603694459, 24.2347583939486)
(-5.991238840347404, 24.03897447832872)
(-6.111449194438591, 24.505914010993)
(-6.096962033214714, 24.156313103224054)
(-6.084589652541431, 24.15714872713716)
(-6.102117904700042, 24.22571489772756)
(-6.13341875311579, 24.247394476632703)
(-6.114743003375662, 24.04169534553235)
(-6.1015333912183145, 23.981852950319123)
(-6.133301682731976, 24.091450880163833)
(-6.145848988121614, 24.18348918909009)
(-6.051018178912055, 23.922310429322703)
(-6.17144818425099, 24.4076335580826)
(-6.138566704879799, 24.16202001248736)
(-6.049035762963602, 23.648147930992657)
(-6.116436643348429, 23.990781018995406)
(-6.111160053646074, 23.958823554542853)
(-6.143357271032592, 24.17119883703022)
(-6.07914065725753, 23.972450034164275)
(-6.088734586984146, 23.827739198153647)
(-6.084273856466683, 24.02192973024334)
(-5.992503623969604, 24.23271886164766)
(-6.060718563347613, 23.974914330095654)
(-6.126832987543319, 24.110592465561144)
(-6.147695598855609, 24.132723346728774)
(-6.138111418656476, 24.158151500084774)
(-6.073829214853858, 23.934982535811027)
(-6.125253518532449, 23.95388421102031)
(-6.099217964615912, 23.981132893357703)
(-6.193449839839768, 24.745456026430325)
(-6.077373712907615, 23.74372828205557)
(-6.051231628688464, 23.758334317863067)
(-6.1565017938507385, 24.28251963506193)
(-6.025614065521538, 25.316488655613032)
(-5.775150368579529, 24.742767256903083)
(-5.775216452343766, 24.06575422749262)
(-6.4459114880041275, 30.21926974565012)
(-6.265966651875728, 29.002969384158053)
(-6.340409625888043, 30.538944958156648)
(-6.41044435062885, 30.99677377998564)
(-6.426615079590003, 30.887809753655965)
(-6.4067112275029965, 30.970483166749926)
(-6.371044492503494, 30.862620212081733)
(-6.347421459315826, 30.475404474086684)
(-6.2973037012864275, 30.191953617313636)
(-6.268794728678436, 29.9069372217041)
(-6.212560833763006, 29.727239682539643)
(-6.174891123209511, 29.524942959732286)
(-6.158981468124841, 29.352678811134226)
(-6.142541723993558, 29.348821266670647)
(-6.116814313756373, 29.24977398646819)
(-6.11807859696086, 29.427558371498396)
(-6.1122516592664375, 29.536240826903175)
(-6.099165795825759, 29.56358038167272)
(-6.185060051142367, 30.929222852868218)
(-6.118580648203664, 30.052714838789427)
(-6.07349421513269, 29.796277882520755)
(-6.1417538934039575, 30.517457130796778)
(-6.121623593065785, 30.443118960052033)
(-6.13917835190896, 30.793120913011265)
(-6.137528723207504, 30.916978509477083)
(-6.137016388457354, 31.053618117525687)
(-6.142789633290714, 31.269248333528715)
(-6.153102263056586, 31.54476530874086)
(-6.159097042679302, 31.52449654102867)
(-6.159812999909199, 31.66346310530198)
(-6.1686444139873, 31.901243562843888)
(-6.1496086079628185, 32.03829364737907)
(-6.1228344905556975, 32.09473858098748)
(-6.138812541010514, 32.2273556262098)
(-6.123227954086462, 32.4495978461139)
(-6.161856232923849, 32.62614899655124)
(-6.134237325427556, 32.66846602295457)
(-6.132942857569153, 32.81126590971977)
(-6.165824646837543, 32.89147016825976)
(-6.155909724611891, 33.15062491910967)
(-6.146593973608917, 33.15493229107173)
(-6.138547848600981, 33.182039245119)
(-6.155700009949642, 33.5742647418222)
(-6.150989138248577, 33.65191368578294)
(-6.151377971258717, 33.8058871719785)
(-6.151782015287601, 33.9603834785302)
(-6.169289157229343, 34.07842291572852)
(-6.157083730410552, 34.31790427944708)
(-6.129344505258206, 34.34218724294962)
(-6.144813669156723, 34.46302144720988)
(-6.155399341464075, 34.791818474737426)
(-6.167183008860593, 34.82983687424965)
(-6.158701507015439, 34.827859325708154)
(-6.159289563158213, 34.96710051329379)
(-6.164846679336299, 35.18705005584897)
(-6.17244894245384, 35.441112864236175)
(-6.1296634253712465, 35.51981691694454)
(-6.12294992036394, 35.58975113944581)
(-6.153373119790786, 35.98400986500657)
(-6.161190233444984, 35.96744988483307)
(-6.17024371989793, 35.93643594386078)
(-6.154342030997195, 36.10904165469457)
(-6.163234057758747, 36.39995203481925)
(-6.162244753766232, 36.52785168281266)
(-6.141499100098319, 36.64985713602715)
(-6.1533306844274795, 36.68504141102417)
(-6.14644656190643, 37.07710387144709)
(-6.180672034711892, 37.163065195115465)
(-6.152562587911785, 37.138150790668305)
(-6.155459940094012, 37.33240838305155)
(-6.175331355512427, 37.49526434739854)
(-6.1851406050344595, 37.80530923796464)
(-6.15619302359906, 37.7444109048071)
(-6.157539216048236, 37.92427074416259)
(-6.16514924521449, 38.231974733508494)
(-6.1779549113932966, 38.257831515985025)
(-6.171145876949794, 38.25188953282947)
(-6.171988832712017, 38.38892036158131)
(-6.15807305233588, 38.63046476668894)
(-6.160950534567679, 38.85298892689219)
(-6.132690090893108, 38.834534232814825)
(-6.2281234201895215, 40.66142743418322)
(-6.132708892654892, 39.18523335223)
(-6.138710593101125, 39.02779199003944)
(-6.187472588537479, 39.805785477681205)
(-6.178183866657045, 39.74629929419783)
(-6.184880474402641, 40.000040316136136)
(-6.183383668078824, 40.05948353402149)
(-6.144305509489183, 40.155186261754835)
(-6.172554307377631, 40.53183672370641)
(-6.1867093437218745, 40.55489273910093)
(-6.181999065164928, 40.55081188439345)
(-6.184259213808538, 40.69637012957732)
(-6.231081415187562, 42.34803079479298)
(-6.14439519598596, 40.9296774869466)
(-6.141979028105124, 40.77928765968671)
(-6.168999692773518, 41.66117694980289)
(-6.181718865038697, 41.64457192147587)
(-6.17767309422688, 41.68906160407138)
(-6.1987291916539045, 41.884541793387655)
(-6.180481741372725, 41.986605394744224)
(-6.190648170957884, 42.35485549460537)
(-6.183587773414538, 42.26112895846193)
(-6.200164727112632, 42.28908338636174)
(-6.186342275201953, 42.50473768295487)
(-6.2331578185102146, 42.80430085211965)
(-6.230976152302991, 42.765684885106474)
(-6.25186179440165, 42.79964001421635)
(-6.241105729710673, 42.97929768629083)
(-6.216466365137001, 43.3491311039854)
(-6.211402967826116, 43.284626713011995)
(-6.173423510124341, 43.433115456871654)
(-6.180871760035569, 43.86081226348451)
(-6.197565085385213, 44.01120872803288)
(-6.192623855509225, 44.065500580318364)
(-6.193674649466922, 44.27943830502211)
(-6.192304544802938, 44.43083841910255)
(-6.3138758741736, 44.67851630418412)
(-6.488826368580526, 44.5324161441197)
(-6.6979431731650605, 44.41689917817871)
(-6.812698783395813, 44.3849337651351)
(-6.951114197908018, 44.28281258443708)
(-7.111424606432573, 44.12492733849738)
(-7.218972866105854, 44.131387940364256)
(-7.26981829424325, 44.07650912714583)
(-7.451294207962928, 44.23327645028647)
(-7.692212955855109, 44.04139024800067)
(-7.869055500014935, 44.10560816333101)
(-7.897792643193649, 44.09226926059235)
(-8.104043908404227, 44.085064713997205)
(-8.342030583323297, 44.003404600099756)
(-8.502917025520588, 44.04023904109879)
(-8.507490153433036, 44.072023620831175)
(-8.679832409586096, 44.19031270350299)
(-8.860195010036287, 44.07220776454333)
(-9.004698852155549, 44.09323089348489)
(-9.051486770789012, 44.14678428662203)
(-9.181332095915105, 44.131411354187144)
(-9.454296869322219, 44.11715861924856)
(-9.583975085103875, 44.11592331817682)
(-9.625115236034882, 44.17378681041703)
(-9.741818413233428, 44.150297358982804)
(-9.859585614484354, 44.13805123680533)
(-9.974195972137338, 44.11600448489543)
(-10.087824850047152, 44.092478441810506)
(-10.402217589342452, 44.245039394775)
(-10.604658155626819, 44.13397232291569)
(-10.720743934089688, 44.09984994980511)
(-10.750490299930167, 44.1686049062785)
(-10.957501034843451, 44.26320298626814)
(-11.155822153797548, 44.23715825707342)
(-11.279832105928339, 44.23227330688227)
(-11.287776493721799, 44.29676844959739)
(-11.501352277307674, 44.31937928640432)
(-11.689138529221703, 44.190724046478536)
(-11.817072201953774, 44.230750396956125)
(-11.874372230175144, 44.24139382348907)
(-12.072102350320643, 44.28572164240063)
(-12.217697233125701, 44.22158970749536)
(-12.395025393402507, 44.3179810194158)
(-12.38986516005668, 44.35803398983621)
(-12.566773946920478, 44.335061580864334)
(-12.76446825175543, 44.20796692838745)
(-12.909389199082371, 44.202090134919025)
(-12.945449394700423, 44.20721230529289)
