(-16.978729248046875, 5.279426097869873)
(-16.845129013061523, 5.279426097869873)
(-16.67845344543457, 5.279426097869873)
(-16.543048858642578, 5.279426097869873)
(-16.400880813598633, 5.279426097869873)
(-16.26523208618164, 5.279426097869873)
(-16.112598419189453, 5.279426097869873)
(-15.971847534179688, 5.279426097869873)
(-15.808876991271973, 5.279426097869873)
(-15.680964469909668, 5.279426097869873)
(-15.550890922546387, 5.279426097869873)
(-15.409843444824219, 5.279426097869873)
(-15.25603199005127, 5.279426097869873)
(-15.108312606811523, 5.279426097869873)
(-14.964813232421875, 5.279426097869873)
(-14.836071014404297, 5.279426097869873)
(-14.697035789489746, 5.279426097869873)
(-14.554275512695312, 5.279426097869873)
(-14.405271530151367, 5.279426097869873)
(-14.251954078674316, 5.279426097869873)
(-14.12278938293457, 5.279426097869873)
(-13.98305606842041, 5.279426097869873)
(-13.856194496154785, 5.279426097869873)
(-13.70468807220459, 5.279426097869873)
(-13.568878173828125, 5.279426097869873)
(-13.427854537963867, 5.279426097869873)
(-13.27515983581543, 5.279426097869873)
(-13.13903522491455, 5.279426097869873)
(-12.9916353225708, 5.279426097869873)
(-12.84164047241211, 5.279426097869873)
(-12.712891578674316, 5.279426097869873)
(-12.549558639526367, 5.279426097869873)
(-12.279915809631348, 5.279426097869873)
(-12.131406784057617, 5.279426097869873)
(-11.993226051330566, 5.279426097869873)
(-11.861467361450195, 5.279426097869873)
(-11.702555656433105, 5.279426097869873)
(-11.566874504089355, 5.279426097869873)
(-11.398155212402344, 5.279426097869873)
(-11.239620208740234, 5.279426097869873)
(-11.084744453430176, 5.279426097869873)
(-10.919301986694336, 5.279426097869873)
(-10.772439956665039, 5.279426097869873)
(-10.627325057983398, 5.279426097869873)
(-10.491378784179688, 5.279426097869873)
(-10.350617408752441, 5.279426097869873)
(-10.197925567626953, 5.279426097869873)
(-10.070469856262207, 5.279426097869873)
(-9.92910099029541, 5.279426097869873)
(-9.781360626220703, 5.279426097869873)
(-9.623437881469727, 5.279426097869873)
(-9.47559642791748, 5.279426097869873)
(-9.329778671264648, 5.279426097869873)
(-9.18289852142334, 5.279426097869873)
(-9.032988548278809, 5.279426097869873)
(-8.880537986755371, 5.279426097869873)
(-8.710941314697266, 5.279426097869873)
(-8.563593864440918, 5.279426097869873)
(-8.412680625915527, 5.279426097869873)
(-8.2592191696167, 5.279426097869873)
(-8.099570274353027, 5.279426097869873)
(-7.956349849700928, 5.279426097869873)
(-7.827391624450684, 5.279426097869873)
(-7.665250301361084, 5.279426097869873)
(-7.507401466369629, 5.279426097869873)
(-7.380370140075684, 5.279426097869873)
(-7.2119574546813965, 5.279426097869873)
(-7.0632758140563965, 5.279426097869873)
(-6.909228801727295, 5.279426097869873)
(-6.897114276885986, 5.3576340675354)
(-6.894417762756348, 5.4989423751831055)
(-6.891539096832275, 5.637244701385498)
(-6.888872146606445, 5.788246154785156)
(-6.885699272155762, 5.941477298736572)
(-6.88292121887207, 6.086128234863281)
(-6.880167484283447, 6.229578495025635)
(-6.877483367919922, 6.369487762451172)
(-6.8747453689575195, 6.522337436676025)
(-6.8720526695251465, 6.663116931915283)
(-6.869089126586914, 6.817634105682373)
(-6.86612606048584, 6.9720916748046875)
(-6.8629889488220215, 7.124533653259277)
(-6.860552787780762, 7.265528202056885)
(-6.857623100280762, 7.414185047149658)
(-6.854529857635498, 7.575965881347656)
(-6.851649761199951, 7.725331783294678)
(-6.848784446716309, 7.8752665519714355)
(-6.845912933349609, 8.024897575378418)
(-6.843111991882324, 8.160097122192383)
(-6.840430736541748, 8.299751281738281)
(-6.837758541107178, 8.45016098022461)
(-6.835082054138184, 8.588672637939453)
(-6.832406044006348, 8.71785831451416)
(-6.8295111656188965, 8.879398345947266)
